01|20170508_222251|0000000000
02|31700050135327|08123456780|SC|20170507_220920|20170508_220920
02|31700050135329|08123456781|SC|20170507_220920|20170508_220920
02|31700050135329|08123456781|SC|20170507_220920|20170508_220920
02|31700050135329|08123456781|SC|20170507_220920|20170508_220920
02|31700050135329|08123456781|SC|20170507_220920|20170508_220920
02|31700050135329|08123456781|SC|20170507_220920|20170508_220920
02|31700050135329|08123456781|SC|20170507_220920|20170508_220920
02|31700050135327|08123456780|SC|20170507_220920|20170508_220920
02|31700050135329|08123456781|SC|20170507_220920|20170508_220920
02|31700050135329|08123456781|SC|20170507_220920|20170508_220920
02|31700050135329|08123456781|SC|20170507_220920|20170508_220920
02|31700050135329|08123456781|SC|20170507_220920|20170508_220920
02|31700050135329|08123456781|SC|20170507_220920|20170508_220920
02|31700050135329|08123456781|SC|20170507_220920|20170508_220920
02|31700050135329|08123456781|SC|20170507_220920|20170508_220920
02|31700050135329|08123456781|SC|20170507_220920|20170508_220920
02|31700050135329|08123456781|SC|20170507_220920|20170508_220920
02|31700050135329|08123456781|SC|20170507_220920|20170508_220920
02|31700050135329|08123456781|SC|20170507_220920|20170508_220920
02|31700050135329|08123456781|SC|20170507_220920|20170508_220920
02|31700050135329|08123456781|SC|20170507_220920|20170508_220920
02|31700050135329|08123456781|SC|20170507_220920|20170508_220920
02|31700050135329|08123456781|SC|20170507_220920|20170508_220920
02|31700050135327|08123456780|SC|20170507_220920|20170508_220920
02|31700050135327|08123456780|SD|20170507_220920|20170508_220920
09|25
