01|20170411_204741|0000000000
02|31700050135327|0934006200|BL|10042017_000000|10042017_000000
02|31700050135329|0934006202|BL|10042017_000000|10042017_000000
02|31700050135329|0934006202|BL|10042017_000000|10042017_000000
02|31700050135329|0934006202|BL|10042017_000000|10042017_000000
02|31700050135329|0934006202|BL|10042017_000000|10042017_000000
02|31700050135329|0934006202|BL|10042017_000000|10042017_000000
02|31700050135329|0934006202|BL|10042017_000000|10042017_000000
02|31700050135327|0934006200|BL|10042017_000000|10042017_000000
02|31700050135329|0934006202|BL|10042017_000000|30112016_000000
02|31700050135329|0934006202|BL|10042017_000000|11032018_000000
02|31700050135329|0934006202|BL|10042017_000000|13042017_000000
02|31700050135329|0934006202|BL|10042017_000000|13042017_000000
02|31700050135329|0934006202|BL|10042017_000000|13042017_000000
02|31700050135329|0934006202|BL|10042017_000000|13042017_000000
02|31700050135329|0934006202|BL|10042017_000000|13042017_000000
02|31700050135329|0934006202|BL|10042017_000000|13042017_000000
02|31700050135329|0934006202|BL|10042017_000000|13042017_000000
02|31700050135329|0934006202|BL|10042017_000000|13042017_000000
02|31700050135329|0934006202|BL|10042017_000000|13042017_000000
02|31700050135329|0934006202|BL|10042017_000000|13042017_000000
02|31700050135329|0934006202|BL|10042017_000000|13042017_000000
02|31700050135329|0934006202|BL|10042017_000000|13042017_000000
02|31700050135329|0934006202|BL|10042017_000000|13042017_000000
02|31700050135327|0934006200|BL|10042017_000000|30042017_000000
09|24
