01|20170428_145101
02|31700050136211|31700050136518|8850010020|SMS - Outbound|018|21|||||27042017_124038|||||DONE|DEBT
02|31700050136227|31700050136524|8850010022|SMS - Outbound|018|21|||||27042017_124038|||||DONE|DEBT
02|31700050136243|31700050136534|8850010024|SMS - Outbound|018|21|||||27042017_124038|||||DONE|DEBT
02|31700050136251|31700050136252|0934006379|SMS - Outbound|018|21|||||27042017_124038|||||DONE|DEBT
02|31700050136251|31700050136252|0934006379|SMS - Outbound|018|21|||||27042017_124038|||||DONE|DEBT
02|31700050136251|31700050136579|0934006380|SMS - Outbound|018|21|||||27042017_124038|||||DONE|DEBT
02|31700050136251|31700050136579|0934006380|SMS - Outbound|018|21|||||27042017_124038|||||DONE|DEBT
02|31700050136265|31700050136448|8850009998|SMS - Outbound|018|21|||||27042017_124038|||||DONE|DEBT
02|31700050136267|31700050136268|0934006336|SMS - Outbound|018|21|||||27042017_124038|||||DONE|DEBT
02|31700050136267|31700050136268|0934006336|SMS - Outbound|018|21|||||27042017_124038|||||DONE|DEBT
02|31700050136267|31700050136569|0934006337|SMS - Outbound|018|21|||||27042017_124038|||||DONE|DEBT
02|31700050136267|31700050136569|0934006337|SMS - Outbound|018|21|||||27042017_124038|||||DONE|DEBT
02|31700050136273|31700050136274|0934006393|SMS - Outbound|018|21|||||27042017_124038|||||DONE|DEBT
02|31700050136273|31700050136274|0934006393|SMS - Outbound|018|21|||||27042017_124038|||||DONE|DEBT
02|31700050136273|31700050136583|0934006394|SMS - Outbound|018|21|||||27042017_124038|||||DONE|DEBT
02|31700050136273|31700050136583|0934006394|SMS - Outbound|018|21|||||27042017_124038|||||DONE|DEBT
02|31700050136281|31700050136548|8850010028|SMS - Outbound|018|21|||||27042017_124038|||||DONE|DEBT
02|31700050136297|31700050136550|8850010029|SMS - Outbound|018|21|||||27042017_124038|||||DONE|DEBT
02|31700050136313|31700050136552|8850010030|SMS - Outbound|018|21|||||27042017_124038|||||DONE|DEBT
02|31700050136329|31700050136554|8850010031|SMS - Outbound|018|21|||||27042017_124038|||||DONE|DEBT
